lemma,poscode,surface
CIREDDU,3,CIREDDU
CIRELLI,3,CIRELLI
CIRESI,3,CIRESI
CIRIACI,3,CIRIACI
CIRIGLIANO,3,CIRIGLIANO
CIRIGNANO,3,CIRIGNANO
CIRIGNOTTA,3,CIRIGNOTTA
CIRILLA,3,CIRILLA
CIRILLO,3,CIRILLO
CIRINCIONE,3,CIRINCIONE
CIRO,3,CIRO
CIRONE,3,CIRONE
CIRRINCIONE,3,CIRRINCIONE
CIRROTTOLA,3,CIRROTTOLA
CISLAGHI,3,CISLAGHI
CITERI,3,CITERI
CITRONI,3,CITRONI
CITTERI,3,CITTERI
CIUCCIO,3,CIUCCIO
CIUFFI,3,CIUFFI
CIUFFO,3,CIUFFO
CIULLA,3,CIULLA
CIUSANI,3,CIUSANI
CIUSSANI,3,CIUSSANI
CIVASCHI,3,CIVASCHI
CIVENNI,3,CIVENNI
CIVILLA,3,CIVILLA
CIVILLO,3,CIVILLO
CLARICH,3,CLARICH
CLARICI,3,CLARICI
CLAUDINI,3,CLAUDINI
CLAUDINO,3,CLAUDINO
CLAVERIO,3,CLAVERIO
CLEMENO,3,CLEMENO
CLEMENTI,3,CLEMENTI
CLEMENTONI,3,CLEMENTONI
CLERICO,3,CLERICO
CLOTIR,3,CLOTIR
CO',3,CO'
COANA,3,COANA
COCCO,3,COCCO
COCCONCELLI,3,COCCONCELLI
COCOZZA,3,COCOZZA
COCUZZA,3,COCUZZA
CODAZZA,3,CODAZZA
CODAZZI,3,CODAZZI
CODECASA,3,CODECASA
CODEGA,3,CODEGA
CODELEONCINI,3,CODELEONCINI
CODERONI,3,CODERONI
COEN,3,COEN
COFFERATI,3,COFFERATI
COGLIANESE,3,COGLIANESE
COGLIATI,3,COGLIATI
COGNETTO,3,COGNETTO
COGNI,3,COGNI
COHEN,3,COHEN
COIN,3,COIN
COLACE,3,COLACE
COLACI,3,COLACI
COLAIANNI,3,COLAIANNI
COLAMARTINO,3,COLAMARTINO
COLANGELO,3,COLANGELO
COLANTUONI,3,COLANTUONI
COLASANTI,3,COLASANTI
COLASANTO,3,COLASANTO
COLAVOLPE,3,COLAVOLPE
COLDANI,3,COLDANI
COLELLI,3,COLELLI
COLELLO,3,COLELLO
COLIBRETTI,3,COLIBRETTI
COLICCHIA,3,COLICCHIA
COLLASIUS,3,COLLASIUS
COLLEONI,3,COLLEONI
COLLETTI,3,COLLETTI
COLLETTO,3,COLLETTO
COLNAGHI,3,COLNAGHI
COLO',3,COLO'
COLOGNA,3,COLOGNA
COLOGNESE,3,COLOGNESE
COLOGNI,3,COLOGNI
COLOGNO,3,COLOGNO
COLOMBARINI,3,COLOMBARINI
COLOMBERA,3,COLOMBERA
COLOMBINI,3,COLOMBINI
COLOMBO,3,COLOMBO
COLOSETTI,3,COLOSETTI
COLOSI,3,COLOSI
COLTRARO,3,COLTRARO
COLUCCI,3,COLUCCI
COLUCCIO,3,COLUCCIO
COLUGNATTI,3,COLUGNATTI
COLUSSI,3,COLUSSI
COLUSSO,3,COLUSSO
COMANDI,3,COMANDI
COMANDU',3,COMANDU'
COMAROLI,3,COMAROLI
COMASNI,3,COMASNI
COMBERIATO,3,COMBERIATO
COMBI,3,COMBI
COMER,3,COMER
COMERLATI,3,COMERLATI
COMIRAN,3,COMIRAN
COMIZZOLI,3,COMIZZOLI
COMPAGNONI,3,COMPAGNONI
COMPARIN,3,COMPARIN
COMUZZI,3,COMUZZI
COMUZZO,3,COMUZZO
CONCAS,3,CONCAS
CONCU,3,CONCU
CONFALONE,3,CONFALONE
CONFALONIERI,3,CONFALONIERI
CONFORTI,3,CONFORTI
CONFORTO,3,CONFORTO
CONGERA,3,CONGERA
CONGIU,3,CONGIU
CONSIGLIO,3,CONSIGLIO
CONSOLE,3,CONSOLE
CONSOLINI,3,CONSOLINI
CONSOLINO,3,CONSOLINO
CONSONNI,3,CONSONNI
CONTALDI,3,CONTALDI
CONTARDI,3,CONTARDI
CONTARDO,3,CONTARDO
CONTERNO,3,CONTERNO
CONTI,3,CONTI
CONTINISIO,3,CONTINISIO
CONTINO,3,CONTINO
CONTRISCIANI,3,CONTRISCIANI
CONVERSI,3,CONVERSI
CONZI,3,CONZI
CONZO,3,CONZO
COPELLI,3,COPELLI
COPERTINO,3,COPERTINO
COPPI,3,COPPI
COPPINI,3,COPPINI
COPPOLA,3,COPPOLA
COPPOTELLI,3,COPPOTELLI
CORAIN,3,CORAIN
CORAPI,3,CORAPI
CORAZZA,3,CORAZZA
CORBANI,3,CORBANI
CORBELLA,3,CORBELLA
CORBELLINI,3,CORBELLINI
CORBETTA,3,CORBETTA
CORDA,3,CORDA
CORDARI,3,CORDARI
CORDARO,3,CORDARO
CORDINI,3,CORDINI
CORDONE,3,CORDONE
CORGNATI,3,CORGNATI
CORI,3,CORI
CORNAGHI,3,CORNAGHI
CORNALBA,3,CORNALBA
CORNARA,3,CORNARA
CORNARI,3,CORNARI
CORNER,3,CORNER
CORNERO,3,CORNERO
CORNI,3,CORNI
CORNO,3,CORNO
CORONATO,3,CORONATO
CORONEI,3,CORONEI
CORONGIU,3,CORONGIU
CORPI,3,CORPI
CORPUS,3,CORPUS
CORRADA,3,CORRADA
CORRADI,3,CORRADI
CORRADINI,3,CORRADINI
CORREDDU,3,CORREDDU
CORSA,3,CORSA
CORSINI,3,CORSINI
CORSO,3,CORSO
CORTENOVA,3,CORTENOVA
CORTESE,3,CORTESE
CORTI,3,CORTI
CORTINOVI,3,CORTINOVI
CORVINI,3,CORVINI
COSCARELLA,3,COSCARELLA
COSCARELLO,3,COSCARELLO
COSCO,3,COSCO
COSENTINO,3,COSENTINO
COSINI,3,COSINI
COSMI,3,COSMI
COSMO,3,COSMO
COSSA,3,COSSA
COSSALTER,3,COSSALTER
COSSUTTA,3,COSSUTTA
COSSUTTI,3,COSSUTTI
COSTABILE,3,COSTABILE
COSTACURTA,3,COSTACURTA
COSTANTINI,3,COSTANTINI
COSTANTINO,3,COSTANTINO
COSTANZO,3,COSTANZO
COSTARELLA,3,COSTARELLA
COSTENARO,3,COSTENARO
COSTUCCI,3,COSTUCCI
COTIGNOLA,3,COTIGNOLA
COTRONEI,3,COTRONEI
COTTA,3,COTTA
COTTI,3,COTTI
COUTANDIN,3,COUTANDIN
COVER,3,COVER
COVIOLI,3,COVIOLI
COVONI,3,COVONI
COZZI,3,COZZI
COZZO,3,COZZO
COZZULA,3,COZZULA
CRABA,3,CRABA
CREA,3,CREA
CREDA,3,CREDA
CREDO,3,CREDO
CREMA,3,CREMA
CREMASCOLI,3,CREMASCOLI
CREMONA,3,CREMONA
CREMONESI,3,CREMONESI
CREMONIN,3,CREMONIN
CREMONINO,3,CREMONINO
CRENNA,3,CRENNA
CRESCENZIO,3,CRESCENZIO
CRESCENZO,3,CRESCENZO
CRESCIMBENE,3,CRESCIMBENE
CRESCIMBENI,3,CRESCIMBENI
CRESPI,3,CRESPI
CRESPIATICO,3,CRESPIATICO
CRIA,3,CRIA
CRIALESI,3,CRIALESI
CRIPPA,3,CRIPPA
CRISAFI,3,CRISAFI
CRISALDI,3,CRISALDI
CRISANTI,3,CRISANTI
CRISCI,3,CRISCI
CRISCIONE,3,CRISCIONE
CRISOSTOMI,3,CRISOSTOMI
CRISOSTOMO,3,CRISOSTOMO
CRISPINI,3,CRISPINI
CRISPINO,3,CRISPINO
CRISTALDI,3,CRISTALDI
CRISTALLO,3,CRISTALLO
CRISTIANO,3,CRISTIANO
CRISTOFALO,3,CRISTOFALO
CRISTOFANO,3,CRISTOFANO
CRISTOFARI,3,CRISTOFARI
CRISTOFERI,3,CRISTOFERI
CRISTOFERO,3,CRISTOFERO
CRISTOFOLO,3,CRISTOFOLO
CRISTOFORI,3,CRISTOFORI
CRIVELLARO,3,CRIVELLARO
CRIVELLI,3,CRIVELLI
CROBU,3,CROBU
CROCE,3,CROCE
CROCICCHIA,3,CROCICCHIA
CROGNALE,3,CROGNALE
CROSSIGNANI,3,CROSSIGNANI
CROTT,3,CROTT
CRUCCAS,3,CRUCCAS
CRUCIANI,3,CRUCIANI
CUBEDDU,3,CUBEDDU
CUBONI,3,CUBONI
CUCCHETTI,3,CUCCHETTI
CUCCHI,3,CUCCHI
CUCCO,3,CUCCO
CUCCU,3,CUCCU
CUCINATO,3,CUCINATO
CUCINIELLO,3,CUCINIELLO
CUCOVAZ,3,CUCOVAZ
CUCUGLIATA,3,CUCUGLIATA
CUGNONE,3,CUGNONE
CUGNONI,3,CUGNONI
CULOSI,3,CULOSI
CULOSO,3,CULOSO
CUMER,3,CUMER
CUMERLATO,3,CUMERLATO
CUMERLOTTI,3,CUMERLOTTI
CUMERO,3,CUMERO
CUMINETTO,3,CUMINETTO
CUMINI,3,CUMINI
CUNA,3,CUNA
CUNDARI,3,CUNDARI
CUNEGATO,3,CUNEGATO
CUNEGATTI,3,CUNEGATTI
CUNEGONDA,3,CUNEGONDA
CUNEGONDI,3,CUNEGONDI
CUNIAL,3,CUNIAL
CUNIETTI,3,CUNIETTI
CUOMO,3,CUOMO
CUORDIFEDE,3,CUORDIFEDE
CURATOLO,3,CURATOLO
CURCI,3,CURCI
CURI,3,CURI
CURIALE,3,CURIALE
CURIONE,3,CURIONE
CURIONI,3,CURIONI
CUROTTO,3,CUROTTO
CURRELI,3,CURRELI
CURSIETTI,3,CURSIETTI
CURSIO,3,CURSIO
CUSANI,3,CUSANI
CUSANO,3,CUSANO
CUSIN,3,CUSIN
CUSINATI,3,CUSINATI
CUSINI,3,CUSINI
CUSMANO,3,CUSMANO
CUZZI,3,CUZZI
CUZZOCREA,3,CUZZOCREA
D'ACQUISTO,3,D'ACQUISTO
D'ACUNTO,3,D'ACUNTO
D'ADDARIO,3,D'ADDARIO
D'AFFLITTO,3,D'AFFLITTO
D'AGOSTINO,3,D'AGOSTINO
D'ALBA,3,D'ALBA
D'ALESSANDRO,3,D'ALESSANDRO
D'ALISE,3,D'ALISE
D'ALOJA,3,D'ALOJA
D'ALU',3,D'ALU'
D'AMBROSI,3,D'AMBROSI
D'AMBROSIO,3,D'AMBROSIO
D'AMBRUOSO,3,D'AMBRUOSO
D'AMICO,3,D'AMICO
D'ANDRADE,3,D'ANDRADE
D'ANDREA,3,D'ANDREA
D'ANGELIS,3,D'ANGELIS
D'ANGELO,3,D'ANGELO
D'ANTONIO,3,D'ANTONIO
D'AQUI',3,D'AQUI'
D'ARPIZIO,3,D'ARPIZIO
D'ARRIGO,3,D'ARRIGO
D'AUDINO,3,D'AUDINO
D'AURIA,3,D'AURIA
D'ELIA,3,D'ELIA
D'EPISCOPO,3,D'EPISCOPO
D'ONOFRIO,3,D'ONOFRIO
D'ORAZIO,3,D'ORAZIO
D'ORLANDO,3,D'ORLANDO
D'OSPINA,3,D'OSPINA
D'URSO,3,D'URSO
DABELLANI,3,DABELLANI
DADDA,3,DADDA
DAELLI,3,DAELLI
DAGGIANO,3,DAGGIANO
DAGOSTINO,3,DAGOSTINO
DAINESI,3,DAINESI
DALBON,3,DALBON
DALENA,3,DALENA
DALFOVO,3,DALFOVO
DALL'ARA,3,DALL'ARA
DALL'AVA,3,DALL'AVA
DALL'ORA,3,DALL'ORA
DALLABORA,3,DALLABORA
DALLERA,3,DALLERA
DALMASI,3,DALMASI
DALMONTE,3,DALMONTE
DAMENO,3,DAMENO
DAMIANI,3,DAMIANI
DAMIANO,3,DAMIANO
DANELLI,3,DANELLI
DANERI,3,DANERI
DANESE,3,DANESE
DANESI,3,DANESI
DANIELE,3,DANIELE
DANIELI,3,DANIELI
DANOVA,3,DANOVA
DANOVARO,3,DANOVARO
DANZI,3,DANZI
DAPIAGGI,3,DAPIAGGI
DARDI,3,DARDI
DARDO,3,DARDO
DAVANZATI,3,DAVANZATI
DAVEN,3,DAVEN
DAVI',3,DAVI'
DAVICO,3,DAVICO
DAVIDE,3,DAVIDE
DAVIDI,3,DAVIDI
DAVINO,3,DAVINO
DE-ANGELIS,3,DE-ANGELIS
DE-CARLO,3,DE-CARLO
DE-CECCO,3,DE-CECCO
DE-FLANDRE,3,DE-FLANDRE
DE-LEO,3,DE-LEO
DE-SIMONE,3,DE-SIMONE
DEANGELIS,3,DEANGELIS
DEBIDDA,3,DEBIDDA
DECANDIA,3,DECANDIA
DEDE',3,DEDE'
DEFABRITIIS,3,DEFABRITIIS
DEFENDENTI,3,DEFENDENTI
DEFEO,3,DEFEO
DEFILIPPIS,3,DEFILIPPIS
DEFILIPPO,3,DEFILIPPO
DEFRANCESCO,3,DEFRANCESCO
DEFRONZO,3,DEFRONZO
DEGANI,3,DEGANI
DEGANO,3,DEGANO
DEGRADI,3,DEGRADI
DEGREGORI,3,DEGREGORI
DEHO,3,DEHO
DEIANA,3,DEIANA
DEIDDA,3,DEIDDA
DEIOANNON,3,DEIOANNON
DEJOANNON,3,DEJOANNON
DELEDDA,3,DELEDDA
DELFABRO,3,DELFABRO
DELFINI,3,DELFINI
DELL'AIA,3,DELL'AIA
DELL'ATTI,3,DELL'ATTI
DELL'ERA,3,DELL'ERA
DELL'OSBEL,3,DELL'OSBEL
SALA,3,SALA
DELLABELLA,3,DELLABELLA
DELLAFERRERA,3,DELLAFERRERA
DELLAMORTE,3,DELLAMORTE
DELLAPORTA,3,DELLAPORTA
DELMATI,3,DELMATI
DELMIGLIO,3,DELMIGLIO
DELOGU,3,DELOGU
DELPONTE,3,DELPONTE
DEMAGISTRIS,3,DEMAGISTRIS
DEMARCHI,3,DEMARCHI
DEMARCO,3,DEMARCO
DEMARTINI,3,DEMARTINI
DEMARTINO,3,DEMARTINO
DEMASI,3,DEMASI
DEMI,3,DEMI
DEMO,3,DEMO
DEMURU,3,DEMURU
DENIGRI,3,DENIGRI
DENIRO,3,DENIRO
DENNI,3,DENNI
DEO,3,DEO
DEODATI,3,DEODATI
DEON,3,DEON
DEPAOL,3,DEPAOL
DEPAUL,3,DEPAUL
DEPECCATI,3,DEPECCATI
DEREGIBUS,3,DEREGIBUS
DEROS,3,DEROS
DESCALZI,3,DESCALZI
DESCALZO,3,DESCALZO
DESIANTE,3,DESIANTE
DESIATO,3,DESIATO
DESIDERIO,3,DESIDERIO
DESTEFANI,3,DESTEFANI
DETTONI,3,DETTONI
DEVIZZI,3,DEVIZZI
DI-BENEDETTO,3,DI-BENEDETTO
DI-CARLO,3,DI-CARLO
DI-FANT,3,DI-FANT
DI-GIOIA,3,DI-GIOIA
DI-MARTINO,3,DI-MARTINO
DI-PALMA,3,DI-PALMA
DI-PIERRO,3,DI-PIERRO
DI-PIETRO,3,DI-PIETRO
DIAS,3,DIAS
DIBARI,3,DIBARI
DIBARTOLOMEO,3,DIBARTOLOMEO
DICANDIA,3,DICANDIA
DIFRONZO,3,DIFRONZO
DIGIUNI,3,DIGIUNI
DILAZZARO,3,DILAZZARO
DILECCE,3,DILECCE
DILORENZO,3,DILORENZO
DIMATTEO,3,DIMATTEO
DIMINO,3,DIMINO
DIMONTE,3,DIMONTE
DINO,3,DINO
DIODATI,3,DIODATI
DIOLAIUTI,3,DIOLAIUTI
DIONE,3,DIONE
DIONIGI,3,DIONIGI
DIONIGIO,3,DIONIGIO
DIONISIO,3,DIONISIO
DIONISO,3,DIONISO
DISPINZIERI,3,DISPINZIERI
DISTEFANI,3,DISTEFANI
DISTINZIERI,3,DISTINZIERI
DIVERIO,3,DIVERIO
DODERA,3,DODERA
DODERO,3,DODERO
DOLCINI,3,DOLCINI
DOLERA,3,DOLERA
DOLFINI,3,DOLFINI
DOLFO,3,DOLFO
DOLMETTA,3,DOLMETTA
DOMENEGHINI,3,DOMENEGHINI
DOMENICI,3,DOMENICI
DOMENICO,3,DOMENICO
DOMICOLI,3,DOMICOLI
DOMICOLO,3,DOMICOLO
DONADEI,3,DONADEI
DONADELLI,3,DONADELLI
DONADIO,3,DONADIO
DONADONI,3,DONADONI
DONATI,3,DONATI
DONATINI,3,DONATINI
DONDI,3,DONDI
DONDINI,3,DONDINI
DONELLI,3,DONELLI
DONELLO,3,DONELLO
DONIDA,3,DONIDA
DONINI,3,DONINI
DONISI,3,DONISI
DONNA,3,DONNA
DONNINI,3,DONNINI
DONNINO,3,DONNINO
DONO,3,DONO
DONZELLA,3,DONZELLA
DONZELLO,3,DONZELLO
DORDONI,3,DORDONI
DORGNACH,3,DORGNACH
DORIA,3,DORIA
DORIGO,3,DORIGO
DORIGUZZI,3,DORIGUZZI
DORMETTA,3,DORMETTA
DORNINI,3,DORNINI
DOT,3,DOT
DOTTI,3,DOTTI
DOVERA,3,DOVERA
DRAGHI,3,DRAGHI
DRAGONETTI,3,DRAGONETTI
DRAGONI,3,DRAGONI
DRAISCI,3,DRAISCI
DUCA,3,DUCA
DUCI,3,DUCI
DUINA,3,DUINA
DURANDO,3,DURANDO
DURANTE,3,DURANTE
DURAZZO,3,DURAZZO
DURLO,3,DURLO
DURSO,3,DURSO
DUTTI,3,DUTTI
ECKER,3,ECKER
EINAUDI,3,EINAUDI
ELIAS,3,ELIAS
ELISEO,3,ELISEO
ELLI,3,ELLI
ELLUL,3,ELLUL
EMMA,3,EMMA
ENGAZ,3,ENGAZ
EPIFANI,3,EPIFANI
EPIFANIO,3,EPIFANIO
ERBETTA,3,ERBETTA
ERCILLI,3,ERCILLI
ERCOLES,3,ERCOLES
ERCOLI,3,ERCOLI
ERMAGORA,3,ERMAGORA
ERRICO,3,ERRICO
ESPOSITI,3,ESPOSITI
ESPOSITO,3,ESPOSITO
ETERNO,3,ETERNO
ETZI,3,ETZI
EUPILI,3,EUPILI
EUPILIO,3,EUPILIO
EVANGELISTA,3,EVANGELISTA
EVANGELISTI,3,EVANGELISTI
FABBIANO,3,FABBIANO
FABBRI,3,FABBRI
FAB+ÊN,3,FAB+ÊN
FABIANI,3,FABIANI
FABRIS,3,FABRIS
FABRIZI,3,FABRIZI
FABRIZZI,3,FABRIZZI
FACCENDINI,3,FACCENDINI
FACCHIN,3,FACCHIN
FACCHINETTI,3,FACCHINETTI
FACCHINO,3,FACCHINO
FACCINCANI,3,FACCINCANI
FACCIO,3,FACCIO
FACCIOLI,3,FACCIOLI
FACCIOLO,3,FACCIOLO
FACCIONE,3,FACCIONE
FACHIN,3,FACHIN
FACINCANI,3,FACINCANI
FACINO,3,FACINO
FADA,3,FADA
FAEDDA,3,FAEDDA
FAENZA,3,FAENZA
FAGA,3,FAGA
FAGA',3,FAGA'
FAGANELLO,3,FAGANELLO
FAGGI,3,FAGGI
FAGINI,3,FAGINI
FAGO,3,FAGO
FAILLI,3,FAILLI
FAINI,3,FAINI
FALAPPI,3,FALAPPI
FALASCA,3,FALASCA
FALBO,3,FALBO
FALCE,3,FALCE
FALCHETTI,3,FALCHETTI
FALCHETTO,3,FALCHETTO
FALCIONE,3,FALCIONE
FALCIONI,3,FALCIONI
FALCOMATA',3,FALCOMATA'
FALCOMER,3,FALCOMER
FALCONE,3,FALCONE
FALCONER,3,FALCONER
FALCONI,3,FALCONI
FALCONIERI,3,FALCONIERI
FALSETTI,3,FALSETTI
FALSONE,3,FALSONE
FALZON,3,FALZON
FALZONE,3,FALZONE
FAMA',3,FAMA'
FANCIULLETTI,3,FANCIULLETTI
FANELLI,3,FANELLI
FANELLO,3,FANELLO
FANGI,3,FANGI
FANIA,3,FANIA
FANINI,3,FANINI
FANT,3,FANT
FANTI,3,FANTI
FANTIN,3,FANTIN
FANTINO,3,FANTINO
FANTON,3,FANTON
FANTOZZI,3,FANTOZZI
FANUCCI,3,FANUCCI
FANZAGA,3,FANZAGA
FANZINI,3,FANZINI
FARA,3,FARA
FARACI,3,FARACI
FARANDA,3,FARANDA
FARCI,3,FARCI
FARESE,3,FARESE
FARINA,3,FARINA
FARIOLO,3,FARIOLO
FARISEI,3,FARISEI
FARISEO,3,FARISEO
FARNESE,3,FARNESE
FARNETI,3,FARNETI
FARNETTI,3,FARNETTI
FARNOCCHIA,3,FARNOCCHIA
FARONATO,3,FARONATO
FARRI,3,FARRI
FARRIS,3,FARRIS
FARRONATO,3,FARRONATO
FARRUGGIA,3,FARRUGGIA
FARUFFINI,3,FARUFFINI
FASANI,3,FASANI
FASOLI,3,FASOLI
FASSA,3,FASSA
FASSI,3,FASSI
FASSINO,3,FASSINO
FATTORE,3,FATTORE
FATTORI,3,FATTORI
FAURI,3,FAURI
FAURO,3,FAURO
FAUSTINI,3,FAUSTINI
FAUSTINO,3,FAUSTINO
FAVA,3,FAVA
FAVALE,3,FAVALE
FAVALORO,3,FAVALORO
FAVARA,3,FAVARA
FAVARON,3,FAVARON
FAVASULI,3,FAVASULI
FAVERO,3,FAVERO
FAVIERO,3,FAVIERO
FAVRET,3,FAVRET
FAZARI,3,FAZARI
FAZII,3,FAZII
FAZIO,3,FAZIO
FAZZALARO,3,FAZZALARO
FAZZARI,3,FAZZARI
FAZZINI,3,FAZZINI
FAZZINO,3,FAZZINO
FAZZOLARI,3,FAZZOLARI
FECAROTTA,3,FECAROTTA
FEDE,3,FEDE
FEDELE,3,FEDELE
FEDERELLA,3,FEDERELLA
FEDERICI,3,FEDERICI
FELAPPI,3,FELAPPI
FELETTI,3,FELETTI
FELICI,3,FELICI
FELISA,3,FELISA
FELLET,3,FELLET
FELLETTI,3,FELLETTI
FELLINI,3,FELLINI
FELTRIN,3,FELTRIN
FELTRINI,3,FELTRINI
FELTRINO,3,FELTRINO
FENECH,3,FENECH
FENI,3,FENI
FENINO,3,FENINO
FENO,3,FENO
FENU,3,FENU
FENUCCI,3,FENUCCI
FEO,3,FEO
FEOLA,3,FEOLA
FEREGOTTI,3,FEREGOTTI
FEREGOTTO,3,FEREGOTTO
FERILLI,3,FERILLI
FERILLO,3,FERILLO
FERLITA,3,FERLITA
FERLITO,3,FERLITO
FERMANI,3,FERMANI
FERMI,3,FERMI
FERNIANI,3,FERNIANI
FERONATO,3,FERONATO
FERRAGUTI,3,FERRAGUTI
FERRAGUTO,3,FERRAGUTO
FERRAGUTTO,3,FERRAGUTTO
FERRANDI,3,FERRANDI
FERRANTE,3,FERRANTE
FERRANTELLI,3,FERRANTELLI
FERRARESE,3,FERRARESE
FERRARETTO,3,FERRARETTO
FERRARINI,3,FERRARINI
FERRARIO,3,FERRARIO
FERRARO,3,FERRARO
FERRATO,3,FERRATO
FERRAZZA,3,FERRAZZA
FERRAZZANO,3,FERRAZZANO
FERRAZZO,3,FERRAZZO
FERRE',3,FERRE'
FERREGUTI,3,FERREGUTI
FERREGUTTI,3,FERREGUTTI
FERRERA,3,FERRERA
FERRERI,3,FERRERI
FERRERO,3,FERRERO
FERRETI,3,FERRETI
FERRETTI,3,FERRETTI
FERRETTO,3,FERRETTO
FERRIELLO,3,FERRIELLO
FERRIERI,3,FERRIERI
FERRIGUTTI,3,FERRIGUTTI
FERRILLI,3,FERRILLI
FERRISE,3,FERRISE
FERRISI,3,FERRISI
FERRONATO,3,FERRONATO
FERRONE,3,FERRONE
FESSIA,3,FESSIA
FESTA,3,FESTA
FEULA,3,FEULA
FEZZOLI,3,FEZZOLI
FIAMINGO,3,FIAMINGO
FIAMMINGO,3,FIAMMINGO
FICHERA,3,FICHERA
FIERRO,3,FIERRO
FIGARI,3,FIGARI
FIGARO,3,FIGARO
FIGINO,3,FIGINO
FIGLIUOLO,3,FIGLIUOLO
FIGONI,3,FIGONI
FIGUS,3,FIGUS
FILIBERTI,3,FILIBERTI
FILIBERTO,3,FILIBERTO
FILIGHERA,3,FILIGHERA
FILIPAZZI,3,FILIPAZZI
FILIPPI,3,FILIPPI
FILIPPINI,3,FILIPPINI
FILIPPUTTI,3,FILIPPUTTI
FILOCAMO,3,FILOCAMO
FILOGAMO,3,FILOGAMO
FILONI,3,FILONI
FILOSINI,3,FILOSINI
FILOSO,3,FILOSO
FILZI,3,FILZI
FIMELLI,3,FIMELLI
FINDANNA,3,FINDANNA
FINDANNO,3,FINDANNO
FINELLI,3,FINELLI
FINELLO,3,FINELLO
FINI,3,FINI
FINOCCHIARO,3,FINOCCHIARO
FINOTTO,3,FINOTTO
FINOZZI,3,FINOZZI
FIOCCHI,3,FIOCCHI
FIONI,3,FIONI
FIORANI,3,FIORANI
FIORAVANTE,3,FIORAVANTE
FIORAVANZI,3,FIORAVANZI
FIORAVANZO,3,FIORAVANZO
FIORDALISO,3,FIORDALISO
FIORDIGIGLI,3,FIORDIGIGLI
FIORE,3,FIORE
FIORELLI,3,FIORELLI
FIORENTINA,3,FIORENTINA
FIORENTINI,3,FIORENTINI
FIORENZANI,3,FIORENZANI
FIORENZANO,3,FIORENZANO
FIORESI,3,FIORESI
FIORETTI,3,FIORETTI
FIORINELLI,3,FIORINELLI
FIORINELLO,3,FIORINELLO
FIORITO,3,FIORITO
FIORUCCI,3,FIORUCCI
FIRINU,3,FIRINU
FIRTI,3,FIRTI
FISICHELLA,3,FISICHELLA
FISSIRAGA,3,FISSIRAGA
FIUME,3,FIUME
FIUMEFREDDO,3,FIUMEFREDDO
FLACCHI,3,FLACCHI
FLACCO,3,FLACCO
FLAMINI,3,FLAMINI
FLANDINA,3,FLANDINA
FLORENZANI,3,FLORENZANI
FLORENZANO,3,FLORENZANO
FLORESTA,3,FLORESTA
FLORESTANI,3,FLORESTANI
FLORIDIA,3,FLORIDIA
FLORINDI,3,FLORINDI
FLORIS,3,FLORIS
FLORO,3,FLORO
FOCHESATO,3,FOCHESATO
FOGAZZI,3,FOGAZZI
FOINI,3,FOINI
FOIS,3,FOIS
FOLCHINI,3,FOLCHINI
FOLCO,3,FOLCO
FOLETTO,3,FOLETTO
FOLGARAIT,3,FOLGARAIT
FOLGHERAITER,3,FOLGHERAITER
FOLGORA,3,FOLGORA
FOLLETTI,3,FOLLETTI
FOLLI,3,FOLLI
FOLLINI,3,FOLLINI
FOLLIS,3,FOLLIS
FONNESU,3,FONNESU
FONTANA,3,FONTANA
FONTANAZZA,3,FONTANAZZA
FONTANAZZI,3,FONTANAZZI
FONTANETO,3,FONTANETO
FONTE,3,FONTE
FONTES,3,FONTES
FONTI,3,FONTI
FOPPOLI,3,FOPPOLI
FOPPOLO,3,FOPPOLO
FORCATI,3,FORCATI
FORESTA,3,FORESTA
FORESTO,3,FORESTO
FORGIARINI,3,FORGIARINI
FORLI',3,FORLI'
FORMENTI,3,FORMENTI
FORMIGARI,3,FORMIGARI
FORMIGARO,3,FORMIGARO
FORNARA,3,FORNARA
FORNARI,3,FORNARI
FORNARINO,3,FORNARINO
FORNARO,3,FORNARO
FORNARON,3,FORNARON
FORNASARI,3,FORNASARI
FORNASIERI,3,FORNASIERI
FORNASIERO,3,FORNASIERO
FORNERI,3,FORNERI
FORNERO,3,FORNERO
FORNERONE,3,FORNERONE
FORNESI,3,FORNESI
FORONI,3,FORONI
FORSETTI,3,FORSETTI
FORTE,3,FORTE
FORTI,3,FORTI
FORTINO,3,FORTINO
FORTUGNO,3,FORTUGNO
FORTUNATO,3,FORTUNATO
FOSCHI,3,FOSCHI
FOSCHIATTO,3,FOSCHIATTO
FOSCHINI,3,FOSCHINI
FOSSA,3,FOSSA
FOSSAGHI,3,FOSSAGHI
FOSSALI,3,FOSSALI
FOSSATI,3,FOSSATI
FOZZATI,3,FOZZATI
FRACASSI,3,FRACASSI
FRACCIONE,3,FRACCIONE
FRADELIZIO,3,FRADELIZIO
FRAGALA',3,FRAGALA'
FRAGAPANE,3,FRAGAPANE
FRAGUGLIA,3,FRAGUGLIA
FRANCA,3,FRANCA
FRANCAVILLA,3,FRANCAVILLA
FRANCES,3,FRANCES
FRANCESCHETTI,3,FRANCESCHETTI
FRANCES,3,FRANCES
FRANCESCHINEL,3,FRANCESCHINEL
FRANCESC,3,FRANCESC
FRANCESCHINO,3,FRANCESCHINO
FRANCESC,3,FRANCESC
FRANCESE,3,FRANCESE
FRANCESI,3,FRANCESI
FRANCHI,3,FRANCHI
